ts,q0_estimated,q1_estimated,q2_estimated,q3_estimated
-0.75,0.4385,0.755,-0.4874,-0.0032
-0.74,0.4386,0.755,-0.4874,-0.0032
-0.73,0.4386,0.7549,-0.4874,-0.0032
-0.72,0.4386,0.7549,-0.4874,-0.0032
-0.71,0.4387,0.7549,-0.4874,-0.0032
-0.7,0.4387,0.7549,-0.4873,-0.0032
-0.69,0.4388,0.7548,-0.4873,-0.0032
-0.68,0.4388,0.7548,-0.4873,-0.0032
-0.67,0.4389,0.7548,-0.4873,-0.0032
-0.66,0.439,0.7548,-0.4873,-0.0032
-0.65,0.439,0.7547,-0.4873,-0.0032
-0.64,0.4391,0.7547,-0.4873,-0.0032
-0.63,0.4391,0.7547,-0.4872,-0.0032
-0.62,0.4392,0.7547,-0.4872,-0.0032
-0.61,0.4392,0.7547,-0.4872,-0.0032
-0.6,0.4393,0.7546,-0.4872,-0.0032
-0.59,0.4393,0.7546,-0.4872,-0.0032
-0.58,0.4394,0.7546,-0.4872,-0.0032
-0.57,0.4395,0.7546,-0.4872,-0.0032
-0.56,0.4395,0.7546,-0.4871,-0.0032
-0.55,0.4396,0.7545,-0.4871,-0.0032
-0.54,0.4396,0.7545,-0.4871,-0.0032
-0.53,0.4397,0.7545,-0.4871,-0.0032
-0.52,0.4397,0.7545,-0.4871,-0.0032
-0.51,0.4398,0.7545,-0.4871,-0.0032
-0.5,0.4398,0.7544,-0.487,-0.0032
-0.49,0.4399,0.7544,-0.487,-0.0032
-0.48,0.4399,0.7544,-0.487,-0.0032
-0.47,0.44,0.7544,-0.487,-0.0032
-0.46,0.44,0.7543,-0.487,-0.0032
-0.45,0.4401,0.7543,-0.487,-0.0032
-0.44,0.4401,0.7543,-0.487,-0.0032
-0.43,0.4402,0.7543,-0.4869,-0.0032
-0.42,0.4403,0.7542,-0.4869,-0.0032
-0.41,0.4403,0.7542,-0.4869,-0.0032
-0.4,0.4404,0.7542,-0.4869,-0.0032
-0.39,0.4404,0.7542,-0.4869,-0.0032
-0.38,0.4405,0.7542,-0.4869,-0.0032
-0.37,0.4405,0.7541,-0.4869,-0.0032
-0.36,0.4406,0.7541,-0.4869,-0.0032
-0.35,0.4406,0.7541,-0.4868,-0.0032
-0.34,0.4407,0.7541,-0.4868,-0.0032
-0.33,0.4407,0.7541,-0.4868,-0.0032
-0.32,0.4408,0.754,-0.4868,-0.0032
-0.31,0.4408,0.754,-0.4868,-0.0032
-0.3,0.4409,0.754,-0.4868,-0.0032
-0.29,0.4409,0.754,-0.4868,-0.0032
-0.28,0.441,0.754,-0.4867,-0.0032
-0.27,0.441,0.7539,-0.4867,-0.0032
-0.26,0.4411,0.7539,-0.4867,-0.0032
-0.25,0.4412,0.7539,-0.4867,-0.0032
-0.24,0.4412,0.7539,-0.4867,-0.0032
-0.23,0.4413,0.7538,-0.4867,-0.0032
-0.22,0.4413,0.7538,-0.4866,-0.0032
-0.21,0.4413,0.7538,-0.4866,-0.0032
-0.2,0.4414,0.7538,-0.4866,-0.0032
-0.19,0.4414,0.7538,-0.4866,-0.0033
-0.18,0.4415,0.7537,-0.4866,-0.0033
-0.17,0.4415,0.7537,-0.4866,-0.0033
-0.16,0.4416,0.7537,-0.4866,-0.0033
-0.15,0.4416,0.7537,-0.4866,-0.0032
-0.14,0.4417,0.7536,-0.4866,-0.0032
-0.13,0.4418,0.7536,-0.4866,-0.0032
-0.12,0.4418,0.7536,-0.4866,-0.0033
-0.11,0.4418,0.7536,-0.4866,-0.0033
-0.1,0.4419,0.7536,-0.4866,-0.0033
-0.09,0.442,0.7535,-0.4865,-0.0032
-0.08,0.4438,0.7527,-0.4861,-0.0041
-0.07,0.4449,0.7521,-0.486,-0.0049
-0.06,0.4451,0.7521,-0.4858,-0.0041
-0.05,0.4459,0.7521,-0.4851,-0.0038
-0.04,0.4467,0.7521,-0.4843,-0.0028
-0.03,0.4479,0.7518,-0.4838,-0.0014
-0.02,0.4498,0.7514,-0.4827,0.0004
-0.01,0.451,0.7514,-0.4815,0.0026
0.0,0.4526,0.7513,-0.4801,0.0054
0.01,0.9999,0.0002,0.0043,0.0003
0.02,0.9999,0.0003,0.0072,0.0005
0.03,0.9999,0.0004,0.0093,0.0004
0.04,0.9999,0.0006,0.0103,0.0001
0.05,0.9999,0.0008,0.008,-0.0005
